id,adresse IP,site,temps passé
719,73.208.51.152,LinkedIn,146.7
720,121.81.30.27,Snapchat,202.9
721,121.81.30.27,Twitch,47.2
722,183.39.77.124,X,180.9
723,183.39.77.124,Pinterest,181.3
724,183.39.77.124,QQ,54.8
725,183.39.77.124,Twitch,82.1
726,183.39.77.124,YouTube,417.1
727,183.39.77.124,Facebook Messenger,89.1
728,183.39.77.124,Instagram,332.1
729,183.39.77.124,TikTok,270.5
730,116.6.84.158,LinkedIn,153.2
731,116.6.84.158,YouTube,749.7
732,116.6.84.158,Facebook Messenger,193.1
733,141.169.243.61,X,163.5
734,141.169.243.61,Snapchat,299.0
735,243.2.28.240,X,124.6
736,6.40.225.127,YouTube,549.8
737,6.40.225.127,X,140.6
738,6.40.225.127,Snapchat,303.6
739,6.40.225.127,Twitch,69.6
740,6.40.225.127,Instagram,381.2
741,6.40.225.127,LinkedIn,219.1
742,6.40.225.127,TikTok,347.2
743,6.40.225.127,Pinterest,98.1
744,72.223.177.243,LinkedIn,148.6
745,72.223.177.243,TikTok,210.9
746,72.223.177.243,Twitch,152.3
747,72.223.177.243,Instagram,343.9
748,72.223.177.243,X,136.2
749,246.227.85.227,WhatsApp,262.1
750,246.227.85.227,YouTube,661.2
751,246.227.85.227,WeChat,121.9
752,246.227.85.227,TikTok,349.3
753,246.227.85.227,X,176.1
754,246.227.85.227,Snapchat,290.2
755,138.162.39.71,WhatsApp,349.2
756,138.162.39.71,QQ,28.6
757,138.162.39.71,Facebook,133.8
758,113.30.66.203,X,153.8
759,113.30.66.203,YouTube,547.3
760,113.30.66.203,WhatsApp,398.6
761,113.30.66.203,Facebook,119.1
762,113.30.66.203,LinkedIn,157.3
763,113.30.66.203,QQ,66.2
764,113.30.66.203,Instagram,310.8
765,131.222.222.74,Twitch,136.3
766,131.222.222.74,Pinterest,108.2
767,131.222.222.74,LinkedIn,54.7
768,131.222.222.74,Facebook,68.3
769,131.222.222.74,X,130.0
770,131.222.222.74,WeChat,132.3
771,131.222.222.74,QQ,41.0
772,131.222.222.74,Instagram,270.8
773,50.145.162.33,Snapchat,115.7
774,50.145.162.33,Twitch,54.4
775,252.138.93.239,WhatsApp,214.6
776,252.138.93.239,WeChat,145.3
777,252.138.93.239,QQ,40.2
778,252.138.93.239,LinkedIn,100.7
779,252.138.93.239,Facebook Messenger,147.5
780,69.115.140.116,WhatsApp,202.5
781,69.115.140.116,Pinterest,135.3
782,118.239.15.110,Pinterest,127.6
783,118.239.15.110,Twitch,94.9
784,118.239.15.110,Snapchat,161.5
785,125.214.67.80,WeChat,106.7
786,125.214.67.80,Pinterest,113.3
787,125.214.67.80,Instagram,182.6
788,125.214.67.80,QQ,54.9
789,125.214.67.80,WhatsApp,339.0
790,125.214.67.80,Facebook Messenger,135.7
791,125.214.67.80,Facebook,137.7
792,141.215.96.12,QQ,63.3
793,141.215.96.12,TikTok,460.1
794,141.215.96.12,Facebook Messenger,117.3
795,141.215.96.12,LinkedIn,131.0
796,141.215.96.12,Pinterest,88.5
797,75.110.40.225,WhatsApp,285.4
798,75.110.40.225,Pinterest,91.9
799,72.253.112.153,WhatsApp,479.8
800,72.253.112.153,Facebook,162.2
801,72.253.112.153,YouTube,488.7
802,72.253.112.153,Instagram,388.6
803,72.253.112.153,X,154.5
804,72.253.112.153,Pinterest,95.7
805,72.253.112.153,Snapchat,217.4
806,72.253.112.153,Facebook Messenger,110.4
807,111.191.82.90,TikTok,419.2
808,111.191.82.90,Facebook,106.2
809,128.220.87.128,WeChat,98.4
810,128.220.87.128,X,118.9
811,185.57.216.11,Facebook,92.7
812,185.57.216.11,Facebook Messenger,188.4
813,185.57.216.11,Twitch,72.4
814,185.57.216.11,X,134.4
815,185.57.216.11,WhatsApp,375.6
816,185.57.216.11,WeChat,119.3
817,185.57.216.11,LinkedIn,155.2
818,185.57.216.11,TikTok,304.5
819,94.81.119.123,Twitch,105.3
820,94.81.119.123,WhatsApp,447.6
821,29.127.133.148,X,103.2
822,29.127.133.148,LinkedIn,221.2
823,29.127.133.148,Snapchat,232.4
824,29.127.133.148,YouTube,583.5
825,29.127.133.148,QQ,59.7
826,29.127.133.148,Instagram,296.9
827,29.127.133.148,WeChat,67.1
828,238.231.92.207,WhatsApp,351.9
829,238.231.92.207,Instagram,211.0
830,12.101.37.183,X,186.7
831,12.101.37.183,Facebook Messenger,148.0
832,12.101.37.183,QQ,64.4
833,12.101.37.183,TikTok,368.4
834,12.101.37.183,LinkedIn,114.3
835,12.101.37.183,Snapchat,319.3
836,120.54.185.166,Pinterest,94.6
837,120.54.185.166,Twitch,96.8
838,120.54.185.166,WhatsApp,350.3
839,120.54.185.166,Facebook Messenger,142.1
840,39.169.39.26,TikTok,311.6
841,39.169.39.26,Facebook Messenger,121.0
842,39.169.39.26,Snapchat,167.9
843,39.169.39.26,QQ,59.6
844,39.169.39.26,Pinterest,54.5
845,49.112.255.84,TikTok,304.6
846,49.112.255.84,YouTube,610.2
847,49.112.255.84,Facebook,140.1
848,49.112.255.84,Snapchat,319.7
849,49.112.255.84,WhatsApp,360.8
850,49.112.255.84,Facebook Messenger,162.1
851,142.26.172.72,Facebook Messenger,123.8
852,142.26.172.72,WhatsApp,218.6
853,142.26.172.72,WeChat,76.3
854,142.26.172.72,TikTok,307.9
855,142.26.172.72,Pinterest,89.7
856,142.26.172.72,X,128.9
857,204.207.135.117,X,170.0
858,204.207.135.117,Twitch,113.7
859,204.207.135.117,Facebook,148.1
860,204.207.135.117,WeChat,71.7
861,236.5.230.219,TikTok,315.9
862,236.5.230.219,QQ,57.0
863,236.5.230.219,WeChat,98.3
864,45.218.68.203,LinkedIn,104.9
865,45.218.68.203,Snapchat,273.0
866,45.218.68.203,YouTube,301.3
867,45.218.68.203,QQ,44.2
868,45.218.68.203,X,181.5
869,144.125.205.188,X,141.3
870,144.125.205.188,LinkedIn,105.4
871,144.125.205.188,WeChat,70.5
872,144.125.205.188,WhatsApp,230.1
873,144.125.205.188,Pinterest,92.8
874,144.125.205.188,Twitch,102.2
875,144.125.205.188,QQ,64.9
876,40.23.103.85,WhatsApp,410.1
877,40.23.103.85,Facebook Messenger,131.0
878,40.23.103.85,WeChat,136.7
879,40.23.103.85,Snapchat,321.4
880,40.23.103.85,Instagram,369.8
881,40.23.103.85,QQ,43.8
882,20.157.246.41,LinkedIn,150.2
883,20.157.246.41,YouTube,423.5
884,20.157.246.41,Twitch,105.6
885,20.157.246.41,Pinterest,91.2
886,20.157.246.41,WhatsApp,334.0
887,20.157.246.41,Facebook,156.5
888,20.157.246.41,TikTok,266.9
889,197.147.241.206,WeChat,127.7
890,197.147.241.206,LinkedIn,96.7
891,197.147.241.206,QQ,39.0
892,197.147.241.206,WhatsApp,296.5
893,197.147.241.206,TikTok,337.1
894,197.147.241.206,Facebook,142.8
895,137.196.211.184,Instagram,390.7
896,137.196.211.184,YouTube,580.1
897,137.196.211.184,WhatsApp,295.2
898,137.196.211.184,TikTok,331.5
899,137.196.211.184,Twitch,111.0
900,137.196.211.184,Pinterest,136.0
901,137.196.211.184,WeChat,97.6
902,15.91.37.250,Twitch,101.0
903,15.91.37.250,Snapchat,158.4
904,15.91.37.250,WhatsApp,480.6
905,15.91.37.250,YouTube,382.7
906,15.91.37.250,TikTok,300.3
907,15.91.37.250,Facebook,236.9
908,15.91.37.250,Facebook Messenger,233.1
909,47.153.153.166,QQ,40.5
910,47.153.153.166,Snapchat,262.6
911,47.153.153.166,WhatsApp,264.8
912,47.153.153.166,LinkedIn,89.2
913,47.153.153.166,Twitch,125.6
914,47.153.153.166,X,135.5
915,47.153.153.166,Facebook,175.3
916,103.224.183.60,X,112.6
917,103.224.183.60,QQ,58.0
918,103.224.183.60,Facebook Messenger,198.0
919,103.224.183.60,WhatsApp,278.4
920,103.224.183.60,Facebook,165.3
921,103.224.183.60,YouTube,520.2
922,103.224.183.60,TikTok,362.1
923,208.205.37.197,LinkedIn,133.6
924,208.205.37.197,Facebook Messenger,159.4
925,208.205.37.197,Twitch,136.1
926,208.205.37.197,QQ,57.7
927,208.205.37.197,Facebook,156.4
928,208.205.37.197,WeChat,82.4
929,208.205.37.197,X,118.2
930,208.205.37.197,TikTok,169.0
931,9.252.155.155,WhatsApp,441.2
932,9.252.155.155,Facebook Messenger,177.3
933,9.252.155.155,WeChat,76.4
934,9.252.155.155,Facebook,179.6
935,9.252.155.155,Pinterest,83.2
936,9.252.155.155,Snapchat,307.4
937,9.252.155.155,QQ,67.4
938,9.252.155.155,TikTok,292.5
939,99.106.165.95,TikTok,237.1
940,99.106.165.95,Pinterest,78.1
941,99.106.165.95,Twitch,80.4
942,99.106.165.95,Instagram,262.4
943,116.241.207.27,YouTube,470.5
944,116.241.207.27,Facebook Messenger,150.7
945,116.241.207.27,WeChat,90.9
946,116.241.207.27,LinkedIn,246.0
947,47.5.166.199,Pinterest,68.6
948,47.5.166.199,Facebook Messenger,105.8
949,47.5.166.199,YouTube,387.3
950,242.197.139.55,Facebook Messenger,186.2
951,242.197.139.55,WeChat,76.5
952,242.197.139.55,Instagram,401.6
953,205.82.84.65,Snapchat,317.4
954,205.82.84.65,WhatsApp,470.2
955,205.82.84.65,WeChat,108.3
956,205.82.84.65,YouTube,438.5
957,205.82.84.65,X,163.4
958,205.82.84.65,Facebook Messenger,121.7
959,228.145.167.190,Facebook,153.0
960,228.145.167.190,YouTube,383.5
961,228.145.167.190,Twitch,125.6
962,228.145.167.190,Snapchat,262.4
963,228.145.167.190,WeChat,59.2
964,228.145.167.190,Pinterest,72.0
965,228.145.167.190,Instagram,412.4
966,165.91.84.86,LinkedIn,154.9
967,165.91.84.86,YouTube,512.6
968,165.91.84.86,Instagram,340.0
969,77.128.224.36,Twitch,127.1
970,77.128.224.36,QQ,56.5
971,148.39.9.83,Instagram,331.5
972,148.39.9.83,YouTube,517.7
973,148.39.9.83,Facebook Messenger,158.3
974,148.39.9.83,Twitch,72.1
975,148.39.9.83,LinkedIn,176.3
976,148.39.9.83,Pinterest,86.1
977,148.39.9.83,X,90.2
978,99.35.58.80,WhatsApp,318.2
979,44.28.163.16,TikTok,333.3
980,44.28.163.16,Facebook,172.4
981,44.28.163.16,Snapchat,324.2
982,44.28.163.16,WhatsApp,289.3
983,44.28.163.16,Pinterest,87.9
984,44.28.163.16,QQ,56.1
985,44.28.163.16,Twitch,144.3
986,44.28.163.16,Instagram,175.9
987,115.46.191.157,X,156.6
988,115.46.191.157,WeChat,114.3
989,115.46.191.157,QQ,65.4
990,115.46.191.157,Instagram,265.9
991,115.46.191.157,WhatsApp,302.2
992,95.110.128.45,X,161.6
993,4.25.225.25,Facebook,131.3
994,4.25.225.25,LinkedIn,142.6
995,4.25.225.25,Twitch,102.5
996,4.25.225.25,TikTok,342.9
997,4.25.225.25,Snapchat,266.6
998,58.63.66.248,X,160.6
999,58.63.66.248,WhatsApp,325.9
1000,58.63.66.248,Facebook Messenger,123.9
1001,58.63.66.248,Pinterest,117.7
1002,58.63.66.248,QQ,46.1
1003,58.63.66.248,Instagram,245.3
1004,15.241.71.130,Facebook Messenger,177.3
1005,15.241.71.130,X,181.8
1006,15.241.71.130,Facebook,180.5
1007,15.241.71.130,YouTube,352.9
1008,15.241.71.130,TikTok,425.6
1009,15.241.71.130,Snapchat,306.9
1010,26.16.124.141,X,191.5
1011,26.16.124.141,Instagram,447.4
1012,26.16.124.141,WeChat,134.8
1013,26.16.124.141,Pinterest,124.6
1014,26.16.124.141,Facebook,141.6
1015,255.46.217.85,Snapchat,104.4
1016,255.46.217.85,Facebook Messenger,206.0
1017,255.46.217.85,Facebook,116.1
1018,104.4.9.100,Instagram,310.2
1019,104.4.9.100,Facebook,163.6
1020,104.4.9.100,TikTok,224.0
1021,104.4.9.100,YouTube,579.2
1022,104.4.9.100,Twitch,83.7
1023,121.126.122.99,Facebook Messenger,123.5
1024,121.126.122.99,Twitch,141.0
1025,121.126.122.99,Snapchat,294.7
1026,121.126.122.99,Pinterest,75.9
1027,121.9.213.229,Facebook,149.5
1028,133.78.194.70,Snapchat,226.8
1029,133.78.194.70,WeChat,71.5
1030,133.78.194.70,Pinterest,49.7
1031,133.78.194.70,Twitch,83.4
1032,133.78.194.70,YouTube,394.5
1033,226.171.160.81,WeChat,128.9
1034,226.171.160.81,Pinterest,127.3
1035,226.171.160.81,TikTok,374.5
1036,120.205.123.251,WeChat,83.5
1037,120.205.123.251,LinkedIn,214.0
1038,120.205.123.251,Instagram,284.9
1039,58.5.98.81,X,94.5
1040,58.5.98.81,TikTok,308.3
1041,58.5.98.81,Facebook,129.5
1042,237.236.227.63,Twitch,103.7
1043,237.236.227.63,Facebook,93.1
1044,237.236.227.63,QQ,57.5
1045,237.236.227.63,Instagram,347.0
1046,237.236.227.63,LinkedIn,142.6
1047,159.157.211.144,WeChat,86.0
1048,159.157.211.144,Twitch,107.4
1049,159.157.211.144,QQ,30.9
1050,159.157.211.144,X,135.1
1051,159.157.211.144,Instagram,276.2
1052,159.157.211.144,WhatsApp,301.4
1053,159.157.211.144,LinkedIn,127.8
1054,159.157.211.144,Facebook Messenger,103.3
1055,10.236.140.105,Facebook Messenger,128.3
1056,10.236.140.105,WhatsApp,220.1
1057,177.128.25.86,Facebook,184.3
1058,177.128.25.86,Twitch,121.6
1059,163.226.201.151,YouTube,692.6
1060,163.226.201.151,WhatsApp,296.5
1061,111.27.6.241,Twitch,90.2
1062,111.27.6.241,QQ,70.7
1063,111.27.6.241,YouTube,427.2
1064,111.27.6.241,WeChat,107.5
1065,111.27.6.241,Pinterest,101.2
1066,70.231.71.58,Instagram,337.0
1067,70.231.71.58,QQ,81.9
1068,70.231.71.58,X,237.6
1069,70.231.71.58,Facebook,124.4
1070,70.231.71.58,WeChat,115.6
1071,70.231.71.58,Facebook Messenger,188.4
1072,70.231.71.58,WhatsApp,75.0
1073,70.231.71.58,LinkedIn,111.0
1074,208.44.53.26,WeChat,68.7
1075,208.44.53.26,TikTok,429.9
1076,117.202.166.54,YouTube,704.2
1077,198.23.62.76,WhatsApp,459.9
1078,198.23.62.76,Facebook,140.0
1079,198.23.62.76,TikTok,429.6
1080,198.23.62.76,WeChat,99.1
1081,138.129.219.238,WhatsApp,150.7
1082,138.129.219.238,LinkedIn,75.6
1083,138.129.219.238,Twitch,137.9
1084,138.129.219.238,Instagram,285.2
1085,138.129.219.238,YouTube,503.2
1086,118.24.120.137,Instagram,279.2
1087,118.24.120.137,Facebook,193.7
1088,118.24.120.137,LinkedIn,187.2
1089,118.24.120.137,WeChat,95.7
1090,118.24.120.137,Pinterest,49.7
1091,118.24.120.137,WhatsApp,194.7
1092,118.24.120.137,Twitch,137.7
1093,0.111.79.53,QQ,76.3
1094,0.111.79.53,Twitch,85.4
1095,243.16.106.244,Twitch,62.5
1096,243.16.106.244,YouTube,451.5
1097,243.16.106.244,WhatsApp,322.4
1098,243.16.106.244,Pinterest,105.0
1099,213.145.248.88,YouTube,501.7
1100,213.145.248.88,Facebook Messenger,189.1
1101,60.52.236.10,Facebook Messenger,176.7
1102,60.52.236.10,LinkedIn,149.3
1103,60.52.236.10,Facebook,181.2
1104,60.52.236.10,YouTube,538.0
1105,60.52.236.10,Instagram,361.1
1106,60.52.236.10,X,152.5
1107,60.52.236.10,Twitch,93.0
1108,66.94.50.63,YouTube,432.1
1109,66.94.50.63,TikTok,296.5
1110,66.94.50.63,Facebook Messenger,173.7
1111,66.94.50.63,Twitch,90.4
1112,66.94.50.63,QQ,64.7
1113,66.94.50.63,WhatsApp,291.2
1114,66.94.50.63,X,109.2
1115,66.94.50.63,Snapchat,214.8
1116,210.167.99.176,Pinterest,55.9
1117,243.214.191.232,X,116.0
1118,243.214.191.232,Facebook Messenger,83.9
1119,243.214.191.232,Snapchat,288.4
1120,243.214.191.232,Pinterest,109.3
1121,243.214.191.232,Instagram,260.1
1122,243.214.191.232,Twitch,103.8
1123,144.37.246.177,X,145.5
1124,144.37.246.177,LinkedIn,134.9
1125,144.37.246.177,Facebook,110.5
1126,144.37.246.177,Pinterest,78.6
1127,123.208.31.68,X,137.7
1128,123.208.31.68,TikTok,228.3
1129,123.208.31.68,Pinterest,59.0
1130,123.208.31.68,Instagram,319.5
1131,123.208.31.68,WeChat,49.5
1132,117.11.53.119,Facebook,171.0
1133,246.58.56.72,TikTok,410.8
1134,246.58.56.72,WhatsApp,239.8
1135,246.58.56.72,QQ,47.9
1136,246.58.56.72,Twitch,93.0
1137,220.136.231.89,Facebook Messenger,175.2
1138,220.136.231.89,Instagram,504.7
1139,220.136.231.89,TikTok,163.3
1140,220.136.231.89,YouTube,449.5
1141,220.136.231.89,Pinterest,128.9
1142,220.136.231.89,Snapchat,292.5
1143,220.136.231.89,QQ,60.7
1144,220.136.231.89,Facebook,213.3
1145,234.8.153.143,Facebook,116.6
1146,234.8.153.143,X,198.2
1147,234.8.153.143,LinkedIn,132.3
1148,234.8.153.143,Pinterest,48.3
1149,103.233.166.13,YouTube,679.6
1150,250.97.168.92,X,132.6
1151,250.97.168.92,Facebook,133.8
1152,148.160.213.43,Facebook Messenger,131.1
1153,148.160.213.43,WeChat,81.4
1154,148.160.213.43,WhatsApp,306.9
1155,148.160.213.43,Instagram,352.4
1156,148.160.213.43,YouTube,517.8
1157,148.160.213.43,Pinterest,62.8
1158,19.38.196.178,WeChat,105.9
1159,19.38.196.178,Twitch,88.0
1160,19.38.196.178,Snapchat,209.1
1161,19.38.196.178,LinkedIn,174.9
1162,108.25.31.104,TikTok,212.5
1163,108.25.31.104,Pinterest,93.4
1164,148.187.96.104,YouTube,338.2
1165,148.187.96.104,TikTok,284.9
1166,148.187.96.104,Snapchat,279.4
1167,148.187.96.104,Pinterest,88.6
1168,148.187.96.104,QQ,46.2
1169,148.187.96.104,Facebook,177.3
1170,148.187.96.104,X,146.9
1171,90.144.37.136,QQ,35.6
1172,90.144.37.136,LinkedIn,167.0
1173,214.91.244.26,LinkedIn,144.7
1174,214.91.244.26,Instagram,386.7
1175,48.83.84.24,QQ,73.2
1176,48.83.84.24,Twitch,123.0
1177,48.83.84.24,WhatsApp,256.6
1178,48.83.84.24,Facebook Messenger,156.2
1179,46.183.10.191,WhatsApp,350.9
1180,46.183.10.191,WeChat,64.2
1181,46.183.10.191,Pinterest,153.0
1182,46.183.10.191,Snapchat,268.5
1183,46.183.10.191,Twitch,137.2
1184,46.183.10.191,Facebook,193.6
1185,46.183.10.191,YouTube,531.4
1186,46.183.10.191,QQ,55.7
1187,53.185.197.61,Pinterest,105.2
1188,53.185.197.61,LinkedIn,126.6
1189,53.185.197.61,Facebook Messenger,144.8
1190,247.71.193.235,Facebook,209.9
1191,247.71.193.235,WhatsApp,349.0
1192,215.225.211.27,Pinterest,128.4
1193,215.225.211.27,Facebook Messenger,160.8
1194,215.225.211.27,WhatsApp,407.9
1195,109.231.5.39,Pinterest,92.5
1196,109.231.5.39,Facebook Messenger,51.4
1197,109.231.5.39,Snapchat,205.4
1198,109.231.5.39,WeChat,92.9
1199,109.231.5.39,WhatsApp,247.7
1200,109.231.5.39,TikTok,345.3
1201,109.231.5.39,LinkedIn,215.5
1202,109.231.5.39,Facebook,190.4
1203,189.37.119.182,LinkedIn,163.0
1204,189.37.119.182,Facebook Messenger,107.4
1205,76.30.104.3,Pinterest,121.1
1206,76.30.104.3,WhatsApp,258.3
1207,76.30.104.3,TikTok,260.8
1208,76.30.104.3,LinkedIn,162.7
1209,76.30.104.3,X,177.7
1210,76.30.104.3,Snapchat,245.5
1211,76.30.104.3,Facebook Messenger,190.9
1212,76.30.104.3,Facebook,178.8
1213,60.7.134.187,YouTube,341.3
1214,60.7.134.187,TikTok,309.7
1215,60.7.134.187,Facebook,156.4
1216,60.7.134.187,X,148.8
1217,60.7.134.187,Pinterest,123.8
1218,60.7.134.187,WeChat,133.1
1219,60.7.134.187,Facebook Messenger,89.3
1220,60.7.134.187,QQ,54.3
1221,93.139.106.28,QQ,56.1
1222,93.139.106.28,WeChat,102.8
1223,93.139.106.28,X,160.3
1224,93.139.106.28,Facebook,171.9
1225,93.139.106.28,YouTube,397.9
1226,93.139.106.28,Instagram,272.6
1227,93.139.106.28,Twitch,100.6
1228,93.139.106.28,Snapchat,249.9
1229,158.80.205.125,Instagram,397.6
1230,158.80.205.125,YouTube,623.5
1231,158.80.205.125,Pinterest,106.5
1232,158.80.205.125,X,139.8
1233,138.247.160.103,WhatsApp,388.8
1234,138.247.160.103,Pinterest,102.8
1235,138.247.160.103,Twitch,111.6
1236,138.247.160.103,LinkedIn,164.4
1237,138.247.160.103,Facebook Messenger,218.6
1238,138.247.160.103,YouTube,673.0
1239,138.247.160.103,TikTok,266.3
1240,102.168.152.175,LinkedIn,113.4
1241,102.168.152.175,Twitch,134.6
1242,102.168.152.175,Facebook,180.7
1243,62.150.228.216,QQ,47.6
1244,62.150.228.216,Twitch,101.7
1245,62.150.228.216,Pinterest,64.2
1246,62.150.228.216,X,198.3
1247,62.150.228.216,TikTok,258.9
1248,161.12.17.64,LinkedIn,141.7
1249,161.12.17.64,Facebook,142.8
1250,161.12.17.64,QQ,26.9
1251,161.12.17.64,WeChat,98.0
1252,161.12.17.64,Facebook Messenger,191.2
1253,161.12.17.64,YouTube,439.9
1254,161.12.17.64,Instagram,310.0
1255,161.12.17.64,X,118.5
1256,73.245.227.162,X,91.8
1257,73.245.227.162,Pinterest,84.5
1258,73.245.227.162,Facebook,112.3
1259,73.245.227.162,YouTube,551.1
1260,73.245.227.162,WeChat,80.9
1261,149.14.114.214,Facebook,137.1
1262,149.14.114.214,LinkedIn,128.0
1263,149.14.114.214,YouTube,444.5
1264,202.111.221.184,Snapchat,37.8
1265,202.111.221.184,Facebook Messenger,192.4
1266,202.111.221.184,YouTube,362.5
1267,202.111.221.184,Facebook,167.2
1268,202.111.221.184,Instagram,208.5
1269,202.111.221.184,Pinterest,97.0
1270,77.157.74.218,Snapchat,236.3
1271,77.157.74.218,QQ,42.6
1272,77.157.74.218,Twitch,81.2
1273,77.157.74.218,X,133.9
1274,77.157.74.218,TikTok,308.3
1275,77.157.74.218,Facebook,177.1
1276,64.25.112.36,Facebook,110.9
1277,64.25.112.36,Twitch,117.9
1278,64.25.112.36,Facebook Messenger,98.7
1279,64.25.112.36,Instagram,319.1
1280,64.25.112.36,LinkedIn,133.0
1281,64.25.112.36,QQ,50.0
1282,64.25.112.36,X,147.8
1283,198.130.132.219,TikTok,459.8
1284,198.130.132.219,Facebook Messenger,133.8
1285,198.130.132.219,WeChat,92.2
1286,18.4.117.122,Facebook,135.9
1287,18.4.117.122,WhatsApp,375.2
1288,18.4.117.122,Facebook Messenger,144.4
1289,18.4.117.122,Pinterest,117.9
1290,18.4.117.122,WeChat,92.9
1291,18.4.117.122,Instagram,318.1
1292,55.63.126.83,LinkedIn,95.7
1293,55.63.126.83,Pinterest,77.4
1294,55.63.126.83,Twitch,123.9
1295,43.212.74.117,Pinterest,119.0
1296,43.212.74.117,Instagram,217.9
1297,43.212.74.117,Snapchat,202.2
1298,43.212.74.117,Twitch,159.2
1299,43.212.74.117,Facebook,119.0
1300,43.212.74.117,LinkedIn,181.6
1301,43.212.74.117,WhatsApp,337.2
1302,43.212.74.117,Facebook Messenger,88.9
1303,203.10.93.205,WhatsApp,278.7
1304,203.10.93.205,YouTube,352.4
1305,203.10.93.205,X,144.1
1306,203.10.93.205,Snapchat,303.2
1307,203.10.93.205,Facebook,151.9
1308,32.212.219.75,Pinterest,123.4
1309,32.212.219.75,Instagram,275.8
1310,32.212.219.75,X,155.6
1311,65.191.10.205,QQ,58.4
1312,65.191.10.205,X,144.2
1313,65.191.10.205,WeChat,115.9
1314,65.191.10.205,Facebook,165.4
1315,65.191.10.205,LinkedIn,117.7
1316,98.93.73.224,TikTok,325.3
1317,98.93.73.224,Facebook Messenger,191.0
1318,98.93.73.224,Twitch,128.0
1319,98.93.73.224,X,124.5
1320,198.86.180.88,X,198.1
1321,198.86.180.88,WhatsApp,304.6
1322,198.86.180.88,Pinterest,57.2
1323,198.86.180.88,LinkedIn,224.9
1324,198.86.180.88,YouTube,442.5
1325,198.86.180.88,Facebook,105.4
1326,198.86.180.88,Instagram,361.3
1327,198.86.180.88,Facebook Messenger,164.5
1328,252.15.165.5,QQ,45.0
1329,252.15.165.5,Pinterest,118.2
1330,252.15.165.5,TikTok,249.2
1331,252.15.165.5,YouTube,477.8
1332,252.15.165.5,Twitch,90.0
1333,252.15.165.5,Facebook Messenger,155.4
1334,252.15.165.5,Facebook,169.5
1335,28.116.220.117,Facebook Messenger,202.7
1336,28.116.220.117,TikTok,449.1
1337,28.116.220.117,Facebook,136.3
1338,28.116.220.117,WhatsApp,292.2
1339,28.116.220.117,Twitch,93.0
1340,28.116.220.117,Pinterest,104.7
1341,28.116.220.117,QQ,48.8
1342,28.116.220.117,X,122.2
1343,209.20.168.134,WeChat,65.5
1344,209.20.168.134,WhatsApp,293.3
1345,209.20.168.134,X,139.3
1346,209.20.168.134,Pinterest,117.7
1347,209.20.168.134,Twitch,142.5
1348,209.20.168.134,LinkedIn,147.6
1349,209.20.168.134,Facebook Messenger,161.5
1350,80.196.153.147,Twitch,149.2
1351,80.196.153.147,QQ,45.1
1352,80.196.153.147,LinkedIn,104.3
1353,80.196.153.147,Facebook Messenger,153.0
1354,60.101.88.152,Snapchat,230.6
1355,60.101.88.152,Facebook,118.3
1356,60.101.88.152,Instagram,252.5
1357,60.101.88.152,WhatsApp,377.8
1358,60.101.88.152,Pinterest,95.7
1359,60.101.88.152,X,92.8
1360,60.101.88.152,QQ,62.1
1361,60.101.88.152,TikTok,426.8
1362,71.3.114.16,Twitch,93.7
1363,71.3.114.16,Facebook,230.8
1364,71.3.114.16,Snapchat,293.9
1365,71.3.114.16,Facebook Messenger,134.9
1366,71.3.114.16,X,182.6
1367,71.3.114.16,WeChat,108.3
1368,26.216.162.98,LinkedIn,207.0
1369,26.216.162.98,Instagram,118.7
1370,26.216.162.98,WeChat,102.9
1371,26.216.162.98,X,196.1
1372,26.216.162.98,Facebook Messenger,261.9
1373,26.216.162.98,Pinterest,106.1
1374,109.14.145.46,WeChat,125.0
1375,109.14.145.46,WhatsApp,301.2
1376,109.14.145.46,Facebook,175.5
1377,109.14.145.46,Instagram,292.4
1378,109.14.145.46,QQ,40.2
1379,33.41.13.164,Snapchat,255.1
1380,33.41.13.164,QQ,47.9
